,Date,Trigger_Type,Trigger_Onset_Time,Trial_Delay,Response_Time
0,2019-06-04 15:46:37,2,1.00716996193,1.75,0.420945882797
1,,1,2.78197789192,1.848,0.0
2,,1,4.64819693565,1.501,0.0
3,,1,6.18237495422,1.581,0.0
4,,1,7.79198288918,1.509,0.0
5,,2,9.32020998001,1.685,0.389548063278
6,,1,11.0262188911,1.936,0.0
7,,1,12.9773960114,1.989,0.0
8,,2,14.9988260269,1.904,0.398951053619
9,,1,16.9350168705,1.779,0.0
10,,1,18.7397830486,1.655,0.0
11,,1,20.4255740643,1.715,0.0
12,,1,22.156375885,1.605,0.0
13,,2,23.7856080532,1.99,0.315916061401
14,,1,25.800702095,1.736,0.0
15,,1,27.5665030479,1.626,0.0
16,,2,29.2166559696,1.885,0.52027797699
17,,1,31.1253979206,1.611,0.0
18,,1,32.7617800236,1.578,0.0
19,,1,34.3783218861,1.555,0.0
20,,2,35.9564220905,1.892,0.331745862961
21,,1,37.872576952,1.776,0.0
22,,2,39.677574873,1.597,0.433539152145
23,,1,41.2882010937,1.517,0.0
24,,2,42.8384399414,1.989,0.375449895859
25,,1,44.8601989746,1.516,0.0
26,,2,46.4063670635,1.586,0.367647171021
27,,1,48.016671896,1.775,0.0
28,,1,49.80636096,1.758,0.0
29,,1,51.5794730186,1.797,0.0
30,,1,53.3986680508,1.853,0.0
31,,1,55.2744750977,1.611,0.0
32,,1,56.9117488861,1.902,0.0
33,,1,58.8428089619,1.582,0.0
34,,2,60.4523348808,1.977,0.399804830551
35,,1,62.4476230145,1.73,0.0
36,,2,64.2008049488,1.903,0.286190032959
37,,1,66.1439859867,1.807,0.0
38,,2,67.9683730602,1.58,0.292135953903
39,,1,69.580796957,1.589,0.0
40,,1,71.1894590855,1.868,0.0
41,,1,73.0976800919,1.621,0.0
42,,1,74.7513620853,1.944,0.0
43,,1,76.7257061005,1.676,0.0
44,,1,78.4255559444,1.93,0.0
45,,2,80.381896019,1.968,0.422060012817
46,,1,82.3695430756,1.843,0.0
47,,1,84.2342228889,1.535,0.0
48,,1,85.7860689163,1.541,0.0
49,,1,87.3522400856,1.849,0.0
50,,2,89.2399129868,1.887,0.334708929062
51,,1,91.1577939987,1.855,0.0
52,,1,93.0459859371,1.879,0.0
53,,1,94.9604809284,1.51,0.0
54,,1,96.4911921024,1.922,0.0
55,,1,98.4332630634,1.576,0.0
56,,1,100.036242962,1.857,0.0
57,,1,101.917706013,1.634,0.0
58,,1,103.57494998,1.879,0.0
59,,1,105.470603943,1.88,0.0
60,,1,107.381505013,1.494,0.0
61,,2,108.895154953,1.541,0.367944955826
62,,2,110.451050997,1.596,0.322734117508
63,,1,112.066144943,1.592,0.0
64,,1,113.683186054,1.776,0.0
65,,1,115.497004986,1.828,0.0
66,,1,117.339468956,1.876,0.0
67,,2,119.236628056,1.589,0.401051998138
68,,1,120.860014915,1.603,0.0
69,,1,122.49413991,1.774,0.0
70,,2,124.294652939,1.491,0.453361988068
71,,1,125.801166058,1.5,0.0
72,,1,127.32069087,1.574,0.0
73,,2,128.924432039,1.841,0.339741945267
74,,1,130.791419029,1.753,0.0
75,,1,132.56339097,1.662,0.0
76,,1,134.262551069,1.907,0.0
77,,1,136.197743893,1.866,0.0
78,,1,138.086802959,1.604,0.0
79,,1,139.704638958,1.99,0.0
80,,1,141.710602045,1.518,0.0
81,,1,143.25899601,1.802,0.0
82,,1,145.083131075,1.526,0.0
83,,1,146.636723995,1.782,0.0
84,,1,148.452703953,1.545,0.0
85,,1,150.026058912,1.707,0.0
86,,1,151.767443895,1.99,0.0
87,,2,153.791065931,1.833,0.441518068314
88,,1,155.654149055,1.796,0.0
89,,1,157.476412058,1.837,0.0
90,,1,159.328567028,1.797,0.0
91,,1,161.148139,1.848,0.0
92,,1,163.028366089,1.687,0.0
93,,1,164.74772501,1.574,0.0
94,,1,166.35413003,1.831,0.0
95,,1,168.212325096,1.932,0.0
96,,1,170.173145056,1.879,0.0
97,,1,172.070318937,1.644,0.0
98,,1,173.73475194,1.688,0.0
99,,1,175.449143887,1.843,0.0
100,,1,177.32408905,1.674,0.0
101,,1,179.014290094,1.689,0.0
102,,1,180.729805946,1.756,0.0
103,,1,182.507189035,1.921,0.0
104,,1,184.462647915,1.91,0.0
105,,1,186.40082407,1.613,0.0
106,,2,188.033449888,1.919,0.433790922165
107,,1,189.990165949,1.635,0.0
108,,2,191.655394077,1.639,0.412594079971
109,,1,193.310014963,1.49,0.0
110,,1,194.830869913,1.76,0.0
111,,2,196.610898018,1.838,0.454360961914
112,,1,198.478405952,1.716,0.0
113,,1,200.236773014,1.95,0.0
114,,2,202.211000919,1.804,0.348950862885
115,,1,204.034583092,1.619,0.0
116,,2,205.689493895,1.6,0.353580951691
117,,1,207.310865879,1.909,0.0
118,,1,209.24947691,1.901,0.0
119,,1,211.17165494,1.653,0.0
120,,2,212.843705893,1.982,0.0
121,,1,214.852839947,1.729,0.0
122,,1,216.620043039,1.72,0.0
123,,1,218.371361017,1.642,0.0
124,,1,220.032768965,1.913,0.0
125,,1,221.973417044,1.554,0.0
126,,2,223.544779062,1.948,0.534877061844
127,,2,225.518373013,1.632,0.32452082634
128,,1,227.172565937,1.785,0.0
129,,1,228.975790024,1.546,0.0
130,,1,230.546459913,1.652,0.0
131,,2,232.212707043,1.571,0.355141878128
132,,1,233.801080942,1.643,0.0
133,,1,235.47356391,1.742,0.0
134,,1,237.252229929,1.811,0.0
135,,1,239.081633091,1.526,0.0
136,,2,240.636183977,1.633,0.376118898392
137,,1,242.293283939,1.86,0.0
138,,1,244.169301987,1.877,0.0
139,,1,246.067502975,1.917,0.0
140,,1,248.00802207,1.671,0.0
141,,2,249.711117983,1.809,0.533907175064
142,,1,251.549812078,1.694,0.0
143,,1,253.265094995,1.704,0.0
144,,1,254.994911909,1.917,0.0
145,,1,256.928375006,1.603,0.0
146,,1,258.563231945,1.951,0.0
147,,1,260.542376041,1.778,0.0
148,,2,262.338988066,1.97,0.374505996704
149,,1,264.341337919,1.763,0.0
150,,2,266.133882999,1.71,0.290412902832
151,,1,267.870912075,1.563,0.0
152,,2,269.4630301,1.818,0.283241033554
153,,1,271.29875803,1.849,0.0
154,,1,273.1793859,1.755,0.0
155,,1,274.975395918,1.709,0.0
156,,1,276.708430052,1.749,0.0
157,,2,278.490002871,1.603,0.373458862305
158,,1,280.112694025,1.942,0.0
159,,1,282.072937965,1.513,0.0
160,,2,283.603393078,1.621,0.456189870834
161,,2,285.240803957,1.602,0.361150026321
162,,1,286.871754885,1.714,0.0
163,,1,288.604038954,1.643,0.0
164,,1,290.272075891,1.949,0.0
165,,2,292.258074045,1.679,0.309012889862
166,,1,293.959583044,1.972,0.0
167,,1,295.973404884,1.653,0.0
168,,2,297.641836882,1.721,0.0
169,,1,299.391021967,1.644,0.0
170,,1,301.054120064,1.906,0.0
171,,1,302.984566927,1.816,0.0
172,,1,304.825080872,1.701,0.0
173,,1,306.541049957,1.515,0.0
174,,1,308.075486898,1.668,0.0
175,,1,309.767878056,1.687,0.0
176,,1,311.478079081,1.546,0.0
177,,1,313.0462749,1.839,0.0
178,,1,314.90999794,1.632,0.0
179,,1,316.572804928,1.896,0.0
180,,1,318.491656065,1.658,0.0
181,,1,320.178021908,1.792,0.0
182,,2,322.003026009,1.744,0.406689882278
183,,1,323.764679909,1.753,0.0
184,,2,325.543205976,1.839,0.363792896271
185,,1,327.419008017,1.855,0.0
186,,1,329.315520048,1.583,0.0
187,,1,330.92333889,1.851,0.0
188,,1,332.795190096,1.742,0.0
189,,1,334.563024998,1.589,0.0
190,,1,336.17979908,1.743,0.0
191,,2,337.952224016,1.816,0.448787927628
192,,1,339.796950102,1.589,0.0
193,,1,341.419270992,1.635,0.0
194,,1,343.076083899,1.98,0.0
195,,1,345.089580059,1.923,0.0
196,,1,347.054018021,1.529,0.0
197,,2,348.609082937,1.761,0.38095498085
198,,1,350.391016006,1.49,0.0
199,,1,351.910764933,1.892,0.0
200,,1,353.822598934,1.697,0.0
201,,1,355.536995888,1.972,0.0
202,,1,357.521790028,1.589,0.0
203,,1,359.139349937,1.493,0.0
204,,1,360.671566963,1.568,0.0
205,,2,362.278104067,1.89,0.750915050507
206,,1,364.19973588,1.837,0.0
207,,1,366.078018904,1.677,0.0
208,,1,367.769772053,1.662,0.0
209,,1,369.451967955,1.818,0.0
210,,1,371.308747053,1.611,0.0
211,,2,372.951135874,1.626,0.528877019882
212,,1,374.596447945,1.827,0.0
213,,1,376.445990086,1.756,0.0
214,,1,378.225996017,1.657,0.0
215,,1,379.897749901,1.647,0.0
216,,1,381.576756001,1.831,0.0
217,,1,383.441405058,1.833,0.0
218,,1,385.292732,1.831,0.0
219,,2,387.151608944,1.536,0.691217184067
220,,1,388.715298891,1.56,0.0
221,,1,390.288386106,1.533,0.0
222,,1,391.842535019,1.606,0.0
223,,1,393.475428104,1.729,0.0
224,,2,395.229434967,1.867,0.566066026688
225,,2,397.126445055,1.818,0.361279964447
226,,1,398.95833087,1.808,0.0
227,,1,400.808882952,1.583,0.0
228,,1,402.413410902,1.536,0.0
229,,1,403.965553999,1.748,0.0
230,,1,405.738619089,1.942,0.0
231,,2,407.722940922,1.632,0.279168844223
232,,1,409.381507874,1.617,0.0
233,,1,411.016961098,1.749,0.0
234,,1,412.779855967,1.988,0.0
235,,1,414.797394991,1.871,0.0
236,,1,416.68291688,1.712,0.0
237,,1,418.420634985,1.622,0.0
238,,1,420.081506968,1.78,0.0
239,,1,421.880026102,1.962,0.0
240,,1,423.882371902,1.68,0.0
241,,1,425.589703083,1.678,0.0
242,,1,427.288460016,1.674,0.0
243,,2,429.004641056,1.91,0.410668134689
244,,1,430.931058884,1.667,0.0
245,,1,432.617213964,1.701,0.0
246,,1,434.341641903,1.853,0.0
247,,1,436.212467909,1.852,0.0
248,,1,438.089296103,1.54,0.0
249,,1,439.659368992,1.886,0.0
