,Date,Trigger_Type,Trigger_Onset_Time,Trial_Delay,Response_Time
0,2019-07-30 12:08:48,1,1.00542807579,1.794,0.579564094543
1,,1,2.82638907433,1.578,0.0
2,,1,4.42073392868,1.582,0.0
3,,2,6.02492904663,1.962,0.571773052216
4,,1,8.01402592659,1.919,0.0
5,,1,9.96116995811,1.627,0.0
6,,1,11.6189460754,1.797,0.0
7,,1,13.4391930103,1.912,0.0
8,,2,15.3651411533,1.985,0.542715072632
9,,1,17.3666820526,1.771,0.0
10,,1,19.1528320312,1.806,0.0
11,,1,20.978085041,1.57,0.0
12,,1,22.5719740391,1.508,0.0
13,,1,24.1105799675,1.555,0.0
14,,1,25.6873281002,1.791,0.0
15,,2,27.503631115,1.635,0.535872936249
16,,1,29.1569180489,1.723,0.0
17,,1,30.8954200745,1.8,0.0
18,,1,32.7221870422,1.789,0.0
19,,2,34.5409760475,1.638,0.388679981232
20,,1,36.1997339725,1.528,0.0
21,,1,37.7598969936,1.701,0.0
22,,2,39.4930989742,1.922,0.601981163025
23,,1,41.4346239567,1.49,0.0
24,,1,42.9525289536,1.622,0.0
25,,1,44.5946121216,1.582,0.0
26,,1,46.1946640015,1.894,0.0
27,,1,48.1156959534,1.821,0.0
28,,1,49.9629769325,1.799,0.0
29,,1,51.7809970379,1.531,0.0
30,,1,53.3426470757,1.579,0.0
31,,2,54.9513640404,1.816,0.61411690712
32,,1,56.7882390022,1.493,0.0
33,,1,58.2942130566,1.592,0.0
34,,1,59.9041190147,1.541,0.0
35,,1,61.4628250599,1.91,0.0
36,,2,63.412817955,1.728,0.538820981979
37,,2,65.1796331406,1.765,0.669607162476
38,,1,66.9772920609,1.559,0.0
39,,1,68.5607640743,1.924,0.0
40,,2,70.5067300797,1.691,0.486736059189
41,,1,72.2224991322,1.557,0.0
42,,2,73.8087620735,1.854,0.597536802292
43,,1,75.6758511066,1.514,0.0
44,,1,77.2249040604,1.84,0.0
45,,1,79.0803799629,1.866,0.0
46,,1,80.9689879417,1.677,0.0
47,,1,82.6789901257,1.846,0.0
48,,1,84.5385439396,1.756,0.0
49,,1,86.3082880974,1.782,0.0
50,,1,88.1042239666,1.718,0.0
51,,1,89.8503899574,1.939,0.0
52,,1,91.811455965,1.816,0.0
53,,1,93.6584720612,1.757,0.0
54,,1,95.4389779568,1.938,0.0
55,,1,97.4106471539,1.568,0.0
56,,1,99.0098650455,1.673,0.0
57,,1,100.715661049,1.797,0.0
58,,1,102.539700031,1.637,0.0
59,,1,104.209623098,1.49,0.0
60,,2,105.73160696,1.913,0.590502977371
61,,2,107.66485405,1.523,0.474606990814
62,,2,109.20531106,1.725,0.503802061081
63,,1,110.967157125,1.856,0.0
64,,1,112.837280035,1.893,0.0
65,,2,114.755643129,1.597,0.491978883743
66,,2,116.38882494,1.961,0.452549934387
67,,1,118.373647928,1.538,0.0
68,,2,119.94978714,1.784,0.471347093582
69,,1,121.775857925,1.893,0.0
70,,1,123.695502043,1.58,0.0
71,,1,125.301793098,1.512,0.0
72,,2,126.843820095,1.562,0.471004009247
73,,2,128.423707008,1.915,0.367094039917
74,,1,130.35679698,1.639,0.0
75,,1,132.010672092,1.866,0.0
76,,1,133.907973051,1.948,0.0
77,,1,135.870157957,1.963,0.0
78,,2,137.855864048,1.949,0.399188995361
79,,1,139.820995092,1.958,0.0
80,,1,141.800440073,1.719,0.0
81,,1,143.560909033,1.928,0.0
82,,1,145.510081053,1.972,0.0
83,,1,147.504409075,1.921,0.0
84,,1,149.443114042,1.889,0.0
85,,1,151.370936155,1.587,0.0
86,,1,152.988842964,1.599,0.0
87,,1,154.601176023,1.959,0.0
88,,2,156.591027021,1.735,0.411138057709
89,,1,158.36663413,1.675,0.0
90,,1,160.067486048,1.734,0.0
91,,1,161.826406002,1.782,0.0
92,,1,163.633960009,1.939,0.0
93,,2,165.601081133,1.73,0.487739086151
94,,1,167.37137413,1.792,0.0
95,,2,169.194150925,1.733,0.387098073959
96,,1,170.944905043,1.604,0.0
97,,1,172.585575104,1.497,0.0
98,,1,174.098860025,1.572,0.0
99,,1,175.714482069,1.55,0.0
100,,1,177.291530132,1.567,0.0
101,,1,178.88906908,1.705,0.0
102,,1,180.626821041,1.899,0.0
103,,1,182.540809155,1.554,0.0
104,,1,184.115777969,1.54,0.0
105,,2,185.681895018,1.677,0.408787965775
106,,1,187.379373074,1.678,0.0
