,Date,Trigger_Type,Trigger_Onset_Time,Trial_Delay,Response_Time
67,,2,118.510179043,1.785,0.576539993286
68,,1,120.331967831,1.552,0.0
69,,1,121.908828974,1.536,0.0
70,,1,123.472724915,1.928,0.0
71,,1,125.415249825,1.731,0.0
72,,1,127.166627884,1.694,0.0
73,,2,128.90058589,1.881,0.332586050034
74,,1,130.797492027,1.759,0.0
75,,1,132.585336924,1.947,0.0
76,,1,134.564184904,1.648,0.0
77,,1,136.234645844,1.629,0.0
78,,1,137.88625598,1.806,0.0
79,,1,139.713125944,1.608,0.0
80,,1,141.353212833,1.731,0.0
81,,1,143.095366955,1.585,0.0
82,,1,144.721485853,1.679,0.0
83,,1,146.415448904,1.871,0.0
84,,1,148.327666044,1.791,0.0
85,,2,150.147936821,1.619,0.347655057907
86,,1,151.784917831,1.959,0.0
87,,1,153.776247025,1.937,0.0
88,,1,155.753461838,1.764,0.0
89,,2,157.531260967,1.746,0.521642923355
90,,2,159.291991949,1.868,0.38712310791
91,,1,161.184505939,1.694,0.0
92,,1,162.910233974,1.92,0.0
93,,1,164.856809855,1.734,0.0
94,,2,166.620276928,1.596,0.33423781395
95,,1,168.252269983,1.957,0.0
96,,1,170.233603001,1.496,0.0
97,,2,171.752496004,1.958,0.417104005814
98,,1,173.724378824,1.827,0.0
99,,1,175.583777905,1.738,0.0
100,,2,177.354363918,1.763,0.330178976059
101,,1,179.13949585,1.626,0.0
102,,1,180.793020964,1.56,0.0
103,,2,182.376989841,1.508,0.338778972626
104,,1,183.904605865,1.654,0.0
105,,1,185.580930948,1.756,0.0
106,,1,187.35251689,1.821,0.0
107,,1,189.188036919,1.964,0.0
108,,1,191.191059828,1.963,0.0
109,,1,193.179853916,1.721,0.0
110,,1,194.917255878,1.758,0.0
111,,1,196.695261955,1.938,0.0
112,,1,198.662950993,1.704,0.0
113,,1,200.380835056,1.977,0.0
114,,1,202.371932983,1.916,0.0
115,,2,204.301049948,1.626,0.388547182083
116,,1,205.942545891,1.76,0.0
117,,1,207.726583004,1.715,0.0
118,,1,209.471241951,1.533,0.0
119,,1,211.02992487,1.95,0.0
120,,1,212.996796846,1.807,0.0
121,,1,214.83407402,1.977,0.0
122,,2,216.833377838,1.615,0.823812961578
123,,1,218.470865011,1.647,0.0
124,,1,220.153623819,1.946,0.0
125,,1,222.123209953,1.939,0.0
126,,1,224.086418867,1.546,0.0
127,,1,225.671957016,1.534,0.0
128,,1,227.240274906,1.584,0.0
129,,1,228.840287924,1.51,0.0
130,,1,230.365986824,1.587,0.0
131,,1,231.983396053,1.641,0.0
132,,1,233.637951851,1.732,0.0
133,,1,235.399056911,1.744,0.0
134,,1,237.171092987,1.611,0.0
135,,1,238.807304859,1.501,0.0
136,,1,240.347954988,1.853,0.0
137,,1,242.229450941,1.761,0.0
138,,1,244.018117905,1.551,0.0
139,,1,245.597324848,1.559,0.0
140,,1,247.185930967,1.732,0.0
141,,1,248.938925982,1.723,0.0
142,,1,250.689182043,1.739,0.0
143,,2,252.444216967,1.811,0.3372631073
144,,1,254.287189007,1.778,0.0
145,,1,256.084542036,1.692,0.0
146,,1,257.808081865,1.896,0.0
147,,1,259.730742931,1.929,0.0
148,,1,261.675415039,1.774,0.0
149,,1,263.47062993,1.741,0.0
150,,2,265.247943878,1.971,0.492522001266
151,,1,267.237570047,1.881,0.0
152,,2,269.14803195,1.758,0.33575797081
153,,1,270.92472291,1.746,0.0
154,,1,272.700572014,1.595,0.0
155,,1,274.321074963,1.872,0.0
156,,1,276.219177008,1.674,0.0
157,,1,277.931064844,1.582,0.0
158,,1,279.528934002,1.633,0.0
159,,1,281.179713964,1.776,0.0
160,,1,282.972142935,1.864,0.0
161,,1,284.849581957,1.874,0.0
162,,1,286.73980093,1.765,0.0
163,,1,288.531440973,1.791,0.0
164,,2,290.347362041,1.516,0.348259925842
165,,1,291.882590055,1.876,0.0
166,,1,293.782598019,1.642,0.0
167,,2,295.448314905,1.979,0.569894075394
168,,1,297.454924822,1.637,0.0
169,,1,299.113466024,1.622,0.0
170,,1,300.749009848,1.977,0.0
171,,1,302.752552032,1.563,0.0
172,,1,304.329251051,1.782,0.0
173,,1,306.128805876,1.655,0.0
174,,2,307.811579943,1.612,0.316566944122
175,,1,309.438093901,1.69,0.0
176,,1,311.146136045,1.915,0.0
177,,1,313.091302872,1.779,0.0
178,,1,314.885114908,1.959,0.0
179,,2,316.876020908,1.511,0.308950185776
180,,2,318.416934967,1.512,0.413974046707
181,,1,319.958019018,1.574,0.0
182,,2,321.550695896,1.645,0.26301908493
183,,2,323.221742868,1.822,0.321216821671
184,,2,325.068367004,1.704,0.278110027313
185,,1,326.789851904,1.825,0.0
186,,1,328.631330013,1.747,0.0
187,,1,330.403045893,1.907,0.0
188,,1,332.333202839,1.58,0.0
189,,1,333.956548929,1.609,0.0
190,,1,335.585619926,1.777,0.0
191,,1,337.383430958,1.771,0.0
192,,2,339.18769002,1.716,0.389654159546
193,,1,340.921780825,1.758,0.0
194,,1,342.704934835,1.594,0.0
195,,1,344.319869041,1.872,0.0
196,,1,346.208732843,1.934,0.0
197,,1,348.170274019,1.964,0.0
198,,1,350.150899887,1.79,0.0
199,,2,351.976165056,1.985,0.300760030746
200,,1,353.981397867,1.978,0.0
201,,1,355.974242926,1.613,0.0
202,,1,357.629106998,1.792,0.0
203,,1,359.448508024,1.822,0.0
204,,1,361.298478842,1.801,0.0
205,,1,363.127941847,1.875,0.0
206,,2,365.039819956,1.642,0.577270030975
207,,1,366.707871914,1.774,0.0
208,,1,368.510690928,1.936,0.0
209,,2,370.46149683,1.79,0.302932977676
210,,1,372.274204969,1.517,0.0
211,,1,373.832438946,1.538,0.0
212,,1,375.393193007,1.809,0.0
213,,1,377.235154867,1.506,0.0
214,,2,378.763253927,1.616,0.380976200104
215,,1,380.403003931,1.514,0.0
216,,2,381.938925028,1.883,0.314488887787
217,,1,383.858010054,1.937,0.0
218,,1,385.813734055,1.495,0.0
219,,2,387.339920044,1.706,0.406450986862
220,,2,389.061331034,1.771,0.370064020157
221,,1,390.847167969,1.493,0.0
222,,1,392.356686831,1.678,0.0
223,,2,394.054466009,1.635,0.482049942017
224,,1,395.730484962,1.565,0.0
225,,1,397.310883999,1.848,0.0
226,,1,399.193346024,1.559,0.0
227,,1,400.783931971,1.972,0.0
228,,2,402.778534889,1.968,0.34393286705
229,,1,404.764757872,1.971,0.0
230,,1,406.76583004,1.776,0.0
231,,1,408.57069087,1.606,0.0
232,,1,410.198248863,1.781,0.0
233,,1,412.007045984,1.816,0.0
234,,1,413.862340927,1.8,0.0
235,,1,415.686386824,1.575,0.0
236,,1,417.281313896,1.989,0.0
237,,2,419.304003954,1.755,0.387983083725
238,,2,421.090106964,1.736,0.354765176773
239,,1,422.852442026,1.737,0.0
240,,1,424.611580849,1.743,0.0
241,,1,426.375975847,1.942,0.0
242,,2,428.340344906,1.505,0.344037055969
243,,1,429.871526003,1.894,0.0
244,,1,431.790413857,1.799,0.0
245,,1,433.60593605,1.909,0.0
246,,1,435.545637846,1.663,0.0
247,,1,437.227573872,1.96,0.0
248,,1,439.216413021,1.506,0.0
249,,1,440.745928049,1.96,0.0
