,Date,Trigger_Type,Trigger_Onset_Time,Trial_Delay,Response_Time
206,,1,365.520414829,1.842,0.0
207,,2,367.385535002,1.528,0.438769102097
208,,1,368.931352854,1.552,0.0
209,,1,370.505306005,1.97,0.0
210,,1,372.504129887,1.836,0.0
211,,1,374.37033391,1.922,0.0
212,,1,376.316257954,1.727,0.0
213,,1,378.071202993,1.714,0.0
214,,1,379.817569971,1.573,0.0
215,,1,381.426319838,1.981,0.0
216,,2,383.433499813,1.654,0.381216049194
217,,1,385.127122879,1.563,0.0
218,,1,386.706267834,1.863,0.0
219,,1,388.585670948,1.626,0.0
220,,1,390.230082989,1.743,0.0
221,,1,391.995366812,1.94,0.0
222,,2,393.952286959,1.532,0.398297071457
223,,1,395.525362968,1.961,0.0
224,,1,397.505162001,1.681,0.0
225,,1,399.204981804,1.58,0.0
226,,1,400.813495874,1.74,0.0
227,,1,402.5838449,1.503,0.0
228,,1,404.106390953,1.516,0.0
229,,2,405.649698973,1.545,0.470113039017
230,,1,407.217683792,1.888,0.0
231,,1,409.131964922,1.792,0.0
232,,1,410.945728779,1.683,0.0
233,,1,412.646343946,1.658,0.0
234,,1,414.341399908,1.798,0.0
235,,1,416.17126894,1.715,0.0
236,,1,417.928766966,1.633,0.0
237,,1,419.586848974,1.532,0.0
238,,1,421.134941816,1.931,0.0
239,,2,423.085361958,1.967,0.538656949997
240,,1,425.068957806,1.913,0.0
241,,1,426.995737791,1.637,0.0
242,,2,428.670403004,1.748,1.11450219154
243,,1,430.450608969,1.748,0.0
244,,1,432.213936806,1.848,0.0
245,,1,434.083669901,1.809,0.0
246,,1,435.923177958,1.615,0.0
247,,1,437.55725193,1.615,0.0
248,,1,439.188443899,1.63,0.0
249,,1,440.833359003,1.782,0.0
