,Date,Trigger_Type,Trigger_Onset_Time,Trial_Delay,Response_Time
221,,1,393.238968849,1.533,0.0
222,,1,394.78961587,1.675,0.0
223,,1,396.480983973,1.954,0.0
224,,1,398.461224079,1.647,0.0
225,,1,400.124979019,1.733,0.0
226,,2,401.881573915,1.776,0.424693822861
227,,1,403.693104982,1.978,0.0
228,,1,405.685457945,1.798,0.0
229,,1,407.525589943,1.979,0.0
230,,2,409.536614895,1.885,0.31506896019
231,,1,411.442340851,1.815,0.0
232,,1,413.271816015,1.59,0.0
233,,1,414.886625051,1.839,0.0
234,,1,416.756458998,1.863,0.0
235,,1,418.640686989,1.885,0.0
236,,1,420.549674034,1.893,0.0
237,,2,422.480342865,1.903,0.358675956726
238,,1,424.409911871,1.646,0.0
239,,2,426.082947969,1.942,0.366453886032
240,,1,428.049829006,1.973,0.0
241,,2,430.059211016,1.602,0.325393199921
242,,2,431.683197975,1.579,0.30682682991
243,,2,433.285074949,1.81,0.342437982559
244,,1,435.117121935,1.814,0.0
245,,1,436.961320877,1.606,0.0
246,,1,438.582890034,1.841,0.0
247,,1,440.447733879,1.507,0.0
248,,1,441.993469,1.642,0.0
249,,1,443.658339977,1.639,0.0
