,Date,Trigger_Type,Trigger_Onset_Time,Trial_Delay,Response_Time
160,,1,281.748538971,1.957,0.0
161,,1,283.720669031,1.601,0.0
162,,1,285.34338212,1.745,0.0
163,,1,287.107685089,1.633,0.0
164,,1,288.764463186,1.989,0.0
165,,1,290.791675091,1.872,0.0
166,,1,292.694989204,1.726,0.0
167,,1,294.448583126,1.664,0.0
168,,1,296.1268332,1.726,0.0
169,,1,297.888635159,1.614,0.0
170,,1,299.516350985,1.734,0.0
171,,1,301.286372185,1.508,0.0
172,,1,302.820720196,1.605,0.0
173,,2,304.457420111,1.585,0.440432071686
174,,2,306.057511091,1.555,0.467664003372
175,,1,307.627156973,1.832,0.0
176,,1,309.485042095,1.548,0.0
177,,1,311.060433149,1.664,0.0
178,,2,312.756785154,1.657,0.519533157349
179,,1,314.439506054,1.694,0.0
180,,1,316.156121969,1.689,0.0
181,,1,317.868955135,1.715,0.0
182,,1,319.608581066,1.905,0.0
183,,1,321.537983179,1.642,0.0
184,,1,323.203384161,1.692,0.0
185,,1,324.92425108,1.725,0.0
186,,1,326.678059101,1.787,0.0
187,,1,328.479019165,1.797,0.0
188,,2,330.299015999,1.674,0.552582979202
189,,1,331.986901999,1.531,0.0
190,,2,333.543776035,1.524,0.347236871719
191,,1,335.096564054,1.901,0.0
192,,1,337.02383709,1.983,0.0
193,,1,339.035318136,1.788,0.0
194,,1,340.840783119,1.831,0.0
195,,1,342.692707062,1.899,0.0
196,,1,344.612063169,1.842,0.0
197,,1,346.483703136,1.51,0.0
198,,2,348.011231184,1.568,0.598706007004
199,,1,349.60058713,1.618,0.0
200,,1,351.248317003,1.682,0.0
201,,1,352.945384979,1.988,0.0
202,,2,354.971240044,1.908,0.333687067032
203,,1,356.91070199,1.511,0.0
204,,2,358.463844061,1.607,0.543555021286
205,,1,360.08954215,1.947,0.0
206,,1,362.058936119,1.868,0.0
207,,2,363.949790001,1.975,0.906152009964
208,,1,365.957463026,1.843,0.0
209,,1,367.826110125,1.861,0.0
210,,1,369.702805996,1.771,0.0
211,,1,371.493803978,1.971,0.0
212,,1,373.484268188,1.781,0.0
213,,1,375.287646055,1.937,0.0
214,,1,377.25043416,1.656,0.0
215,,1,378.928690195,1.97,0.0
216,,1,380.913465977,1.566,0.0
217,,1,382.499202967,1.793,0.0
218,,1,384.334774017,1.569,0.0
219,,1,385.92071414,1.797,0.0
220,,1,387.749914169,1.586,0.0
221,,1,389.368443012,1.872,0.0
222,,2,391.264820099,1.813,0.413527965546
223,,1,393.105232,1.702,0.0
224,,1,394.82425499,1.95,0.0
225,,1,396.792638063,1.871,0.0
226,,1,398.693415165,1.579,0.0
227,,2,400.301141024,1.798,0.725531101227
228,,1,402.120069027,1.55,0.0
229,,1,403.712165117,1.711,0.0
230,,1,405.452268124,1.915,0.0
231,,1,407.398212194,1.874,0.0
232,,1,409.306995153,1.941,0.0
233,,1,411.274471998,1.529,0.0
234,,1,412.841964006,1.708,0.0
235,,1,414.570769072,1.728,0.0
236,,1,416.330435991,1.611,0.0
237,,1,417.983862162,1.516,0.0
238,,2,419.538603067,1.859,0.679314136505
239,,1,421.410382032,1.913,0.0
240,,1,423.346463203,1.579,0.0
241,,1,424.941585064,1.819,0.0
242,,1,426.781356096,1.916,0.0
243,,1,428.738912106,1.79,0.0
244,,1,430.56231308,1.71,0.0
245,,1,432.292985201,1.497,0.0
246,,2,433.819395065,1.495,0.473177909851
247,,2,435.346364975,1.547,0.436601877213
248,,2,436.908114195,1.609,0.425509929657
249,,1,438.530910969,1.806,0.0
