1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
1283,1133,1360,1134,1150,1280,1042,1375,1475,1207,1154,1335,1450,1080,1143,1432,1172,1052,1257,1288
3,3,3,0,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0
