1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1
1459,1032,1068,1301,1034,1072,1256,1169,1300,1436,1422,1296,1229,1284,1350,1268,1377,1014,1189,1048
2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2
