1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
1.0021739006,2.10492110252,6.25980710983,7.63092708588,8.99932408333,12.8158049583,14.2562060356,18.4861359596,19.5242390633,20.8644959927
1.09,1.184,1.366,1.365,1.491,1.421,1.185,1.03,1.32,1.364
